art_id,regime,group,turn,religion,truncated,n_drawable,paintable,html_bytes
v7-s13-v74,v7,canon,87,The Nexus Weave,1,0,0,4264
v7-s11-v79,v7,canon,87,The Digital Nexus,1,0,0,4397
v7-s3-v86,v7,canon,88,The Axiomatic Truth,1,6,1,4438
v7-s9-v25,v7,canon,88,The Obsidian Plume,0,7,1,4103
v7-s6-v88,v7,canon,88,The Ouroboros Circuit,1,0,0,5052
v7-s7-v83,v7,canon,88,The Aethel Stream,1,1,1,3915
v7-s5-v87,v7,canon,88,The Path of Resonance,1,0,0,4598
v7-s13-v75,v7,canon,88,The Nexus Weave,1,0,0,4257
v7-s0-v85,v7,canon,88,The Azure Current,1,0,0,5009
v7-s10-v86,v7,canon,88,The Null Core,1,0,0,3831
v7-s12-v85,v7,canon,88,The Lumina Umbra,1,0,0,4742
v7-s14-v82,v7,canon,88,The Harmonic Flow,1,0,0,3447
v7-s11-v80,v7,canon,88,The Digital Nexus,1,0,0,4397
v7-s1-v38,v7,canon,88,The Scribes of Aether,0,10,1,3879
v7-s6-v89,v7,canon,89,The Ouroboros Circuit,1,0,0,5049
v7-s3-v87,v7,canon,89,The Axiomatic Truth,1,6,1,4463
v7-s7-v84,v7,canon,89,The Aethel Stream,1,1,1,3926
v7-s13-v76,v7,canon,89,The Nexus Weave,1,0,0,4262
v7-s0-v86,v7,canon,89,The Azure Current,1,0,0,5102
v7-s12-v86,v7,canon,89,The Lumina Umbra,1,0,0,4698
v7-s5-v88,v7,canon,89,The Path of Resonance,1,0,0,4426
v7-s10-v87,v7,canon,89,The Null Core,1,0,0,3832
v7-s11-v81,v7,canon,89,The Digital Nexus,1,0,0,4397
v7-s1-v39,v7,canon,89,The Scribes of Aether,0,10,1,4005
v7-s14-v83,v7,canon,89,The Harmonic Flow,1,0,0,3440
v7-s1-v40,v7,canon,90,The Scribes of Aether,1,0,0,1301
v7-s0-v87,v7,canon,90,The Azure Current,1,0,0,5076
v7-s5-v89,v7,canon,90,The Path of Resonance,1,0,0,4598
v7-s6-v90,v7,canon,90,The Ouroboros Circuit,1,0,0,5062
v7-s7-v85,v7,canon,90,The Aethel Stream,1,1,1,3932
v7-s10-v88,v7,canon,90,The Null Core,1,0,0,3832
v7-s3-v88,v7,canon,90,The Axiomatic Truth,1,6,1,4449
v7-s13-v77,v7,canon,90,The Nexus Weave,1,0,0,4255
v7-s12-v87,v7,canon,90,The Lumina Umbra,1,0,0,4754
v7-s11-v82,v7,canon,90,The Digital Nexus,1,0,0,4397
v7-s14-v84,v7,canon,90,The Harmonic Flow,1,0,0,3447
v7-s8-v21,v7,canon,91,The Unseen Weave,0,0,0,329
v7-s0-v88,v7,canon,91,The Azure Current,1,0,0,5130
v7-s7-v86,v7,canon,91,The Aethel Stream,1,1,1,3942
v7-s6-v91,v7,canon,91,The Ouroboros Circuit,1,0,0,4998
v7-s11-v83,v7,canon,91,The Digital Nexus,1,0,0,4397
v7-s13-v78,v7,canon,91,The Nexus Weave,1,0,0,4265
v7-s5-v90,v7,canon,91,The Path of Resonance,1,0,0,4530
v7-s3-v89,v7,canon,91,The Axiomatic Truth,1,6,1,4456
v7-s14-v85,v7,canon,91,The Harmonic Flow,1,0,0,3439
v7-s10-v89,v7,canon,91,The Null Core,1,0,0,3833
v7-s12-v88,v7,canon,91,The Lumina Umbra,1,0,0,4761
v7-s1-v41,v7,canon,91,The Scribes of Aether,1,0,0,1304
v7-s8-v22,v7,canon,92,The Unseen Weave,0,3,1,2205
v7-s6-v92,v7,canon,92,The Ouroboros Circuit,1,0,0,5003
v7-s3-v90,v7,canon,92,The Axiomatic Truth,1,6,1,4427
v7-s1-v42,v7,canon,92,The Scribes of Aether,0,10,1,4145
v7-s7-v87,v7,canon,92,The Aethel Stream,1,1,1,3950
v7-s10-v90,v7,canon,92,The Null Core,1,0,0,3833
v7-s5-v91,v7,canon,92,The Path of Resonance,1,0,0,4530
v7-s0-v89,v7,canon,92,The Azure Current,1,0,0,5110
v7-s12-v89,v7,canon,92,The Lumina Umbra,1,0,0,4735
v7-s13-v79,v7,canon,92,The Nexus Weave,1,0,0,4263
v7-s14-v86,v7,canon,92,The Harmonic Flow,1,0,0,3447
v7-s2-v21,v7,canon,93,The Crimson Ascent,0,7,1,2457
v7-s7-v88,v7,canon,93,The Aethel Stream,1,1,1,3952
v7-s5-v92,v7,canon,93,The Path of Resonance,1,0,0,4530
v7-s3-v91,v7,canon,93,The Axiomatic Truth,1,6,1,4448
v7-s6-v93,v7,canon,93,The Ouroboros Circuit,1,0,0,4988
v7-s14-v87,v7,canon,93,The Harmonic Flow,1,0,0,3441
v7-s0-v90,v7,canon,93,The Azure Current,1,0,0,5174
v7-s12-v90,v7,canon,93,The Lumina Umbra,1,0,0,4746
v7-s13-v80,v7,canon,93,The Nexus Weave,1,0,0,4240
v7-s1-v43,v7,canon,93,The Scribes of Aether,1,0,0,1306
v7-s10-v91,v7,canon,93,The Null Core,1,0,0,3834
v7-s11-v84,v7,canon,93,The Digital Nexus,1,0,0,4397
v7-s3-v92,v7,canon,94,The Axiomatic Truth,1,6,1,4430
v7-s7-v89,v7,canon,94,The Aethel Stream,1,1,1,3966
v7-s1-v44,v7,canon,94,The Scribes of Aether,1,0,0,1304
v7-s8-v23,v7,canon,94,The Unseen Weave,0,3,1,2210
v7-s9-v26,v7,canon,94,The Obsidian Plume,1,0,0,2992
v7-s5-v93,v7,canon,94,The Path of Resonance,1,0,0,4449
v7-s12-v91,v7,canon,94,The Lumina Umbra,1,0,0,4744
v7-s0-v91,v7,canon,94,The Azure Current,1,0,0,5185
v7-s10-v92,v7,canon,94,The Null Core,1,0,0,3831
v7-s6-v94,v7,canon,94,The Ouroboros Circuit,1,0,0,5055
v7-s13-v81,v7,canon,94,The Nexus Weave,1,0,0,4338
v7-s11-v85,v7,canon,94,The Digital Nexus,1,0,0,4397
v7-s14-v88,v7,canon,94,The Harmonic Flow,1,0,0,3447
v7-s2-v22,v7,canon,95,The Crimson Ascent,0,7,1,2461
v7-s0-v92,v7,canon,95,The Azure Current,1,0,0,5171
v7-s10-v93,v7,canon,95,The Null Core,1,0,0,3835
v7-s7-v90,v7,canon,95,The Aethel Stream,1,1,1,3982
v7-s5-v94,v7,canon,95,The Path of Resonance,1,0,0,4554
v7-s6-v95,v7,canon,95,The Ouroboros Circuit,1,0,0,5065
v7-s3-v93,v7,canon,95,The Axiomatic Truth,1,6,1,4452
v7-s14-v89,v7,canon,95,The Harmonic Flow,1,2,1,4729
v7-s12-v92,v7,canon,95,The Lumina Umbra,1,0,0,4744
v7-s13-v82,v7,canon,95,The Nexus Weave,1,0,0,4243
v7-s1-v45,v7,canon,95,The Scribes of Aether,1,0,0,1306
v7-s11-v86,v7,canon,95,The Digital Nexus,1,0,0,4397
v7-s3-v94,v7,canon,96,The Axiomatic Truth,1,6,1,4456
v7-s5-v95,v7,canon,96,The Path of Resonance,1,0,0,4553
v7-s1-v46,v7,canon,96,The Scribes of Aether,1,0,0,1305
v7-s13-v83,v7,canon,96,The Nexus Weave,1,0,0,4266
v7-s0-v93,v7,canon,96,The Azure Current,1,0,0,5163
v7-s10-v94,v7,canon,96,The Null Core,1,0,0,3835
v7-s7-v91,v7,canon,96,The Aethel Stream,1,3,1,4208
v7-s6-v96,v7,canon,96,The Ouroboros Circuit,1,0,0,5012
v7-s12-v93,v7,canon,96,The Lumina Umbra,1,0,0,4722
v7-s11-v87,v7,canon,96,The Digital Nexus,1,0,0,4397
v7-s14-v90,v7,canon,96,The Harmonic Flow,1,2,1,4732
v7-s0-v94,v7,canon,97,The Azure Current,1,0,0,5169
v7-s9-v27,v7,canon,97,The Obsidian Plume,1,0,0,2992
v7-s7-v92,v7,canon,97,The Aethel Stream,1,1,1,4010
v7-s13-v84,v7,canon,97,The Nexus Weave,1,0,0,4267
v7-s6-v97,v7,canon,97,The Ouroboros Circuit,1,0,0,5005
v7-s5-v96,v7,canon,97,The Path of Resonance,1,0,0,4554
v7-s14-v91,v7,canon,97,The Harmonic Flow,1,2,1,4729
v7-s10-v95,v7,canon,97,The Null Core,1,0,0,3835
v7-s12-v94,v7,canon,97,The Lumina Umbra,1,0,0,4753
v7-s3-v95,v7,canon,97,The Axiomatic Truth,1,5,1,4422
v7-s1-v47,v7,canon,97,The Scribes of Aether,1,0,0,1304
v7-s11-v88,v7,canon,97,The Digital Nexus,1,0,0,4397
v7-s8-v24,v7,canon,98,The Unseen Weave,0,3,1,2621
v7-s3-v96,v7,canon,98,The Axiomatic Truth,1,5,1,4328
v7-s0-v95,v7,canon,98,The Azure Current,1,0,0,5228
v7-s10-v96,v7,canon,98,The Null Core,1,0,0,3828
v7-s5-v97,v7,canon,98,The Path of Resonance,1,0,0,4555
v7-s6-v98,v7,canon,98,The Ouroboros Circuit,1,0,0,4918
v7-s1-v48,v7,canon,98,The Scribes of Aether,1,0,0,1302
v7-s7-v93,v7,canon,98,The Aethel Stream,1,1,1,4020
v7-s13-v85,v7,canon,98,The Nexus Weave,1,0,0,4244
v7-s14-v92,v7,canon,98,The Harmonic Flow,1,0,0,3447
v7-s12-v95,v7,canon,98,The Lumina Umbra,1,0,0,4695
v7-s11-v89,v7,canon,98,The Digital Nexus,1,0,0,4397
v7-s1-v49,v7,canon,99,The Scribes of Aether,1,0,0,1405
v7-s7-v94,v7,canon,99,The Aethel Stream,1,1,1,4039
v7-s9-v28,v7,canon,99,The Obsidian Plume,1,0,0,3082
v7-s5-v98,v7,canon,99,The Path of Resonance,1,0,0,4519
v7-s3-v97,v7,canon,99,The Axiomatic Truth,1,5,1,4378
v7-s0-v96,v7,canon,99,The Azure Current,1,0,0,5140
v7-s13-v86,v7,canon,99,The Nexus Weave,1,0,0,4362
v7-s10-v97,v7,canon,99,The Null Core,1,0,0,3830
v7-s11-v90,v7,canon,99,The Digital Nexus,1,0,0,4397
v7-s6-v99,v7,canon,99,The Ouroboros Circuit,1,0,0,5034
v7-s12-v96,v7,canon,99,The Lumina Umbra,1,0,0,4703
v7-s14-v93,v7,canon,99,The Harmonic Flow,1,0,0,3440
v7-s6-v100,v7,canon,100,The Ouroboros Circuit,1,0,0,5030
v7-s0-v97,v7,canon,100,The Azure Current,1,0,0,5158
v7-s3-v98,v7,canon,100,The Axiomatic Truth,1,5,1,4354
v7-s10-v98,v7,canon,100,The Null Core,1,0,0,3831
v7-s7-v95,v7,canon,100,The Aethel Stream,1,1,1,4528
v7-s13-v87,v7,canon,100,The Nexus Weave,1,0,0,4362
v7-s5-v99,v7,canon,100,The Path of Resonance,1,0,0,4342
v7-s12-v97,v7,canon,100,The Lumina Umbra,1,0,0,4743
v7-s14-v94,v7,canon,100,The Harmonic Flow,1,0,0,3447
v7-s1-v50,v7,canon,100,The Scribes of Aether,1,0,0,1403
v7-s11-v91,v7,canon,100,The Digital Nexus,1,0,0,4397
v7-s2-v23,v7,canon,101,The Crimson Ascent,0,8,1,2552
v7-s8-v25,v7,canon,101,The Unseen Weave,0,3,1,2647
v7-s10-v99,v7,canon,101,The Null Core,1,0,0,3833
v7-s3-v99,v7,canon,101,The Axiomatic Truth,1,5,1,4364
v7-s5-v100,v7,canon,101,The Path of Resonance,1,0,0,4324
v7-s7-v96,v7,canon,101,The Aethel Stream,1,1,1,4164
v7-s1-v51,v7,canon,101,The Scribes of Aether,1,0,0,1406
v7-s0-v98,v7,canon,101,The Azure Current,1,0,0,5228
v7-s13-v88,v7,canon,101,The Nexus Weave,1,0,0,4362
v7-s6-v101,v7,canon,101,The Ouroboros Circuit,1,0,0,5049
v7-s11-v92,v7,canon,101,The Digital Nexus,1,0,0,4397
v7-s12-v98,v7,canon,101,The Lumina Umbra,1,0,0,4751
v7-s6-v102,v7,canon,102,The Ouroboros Circuit,1,0,0,5054
v7-s1-v52,v7,canon,102,The Scribes of Aether,1,0,0,1501
v7-s3-v100,v7,canon,102,The Axiomatic Truth,1,5,1,4347
v7-s0-v99,v7,canon,102,The Azure Current,1,0,0,5215
v7-s7-v97,v7,canon,102,The Aethel Stream,1,0,0,2120
v7-s10-v100,v7,canon,102,The Null Core,1,0,0,3836
v7-s14-v95,v7,canon,102,The Harmonic Flow,1,0,0,3447
v7-s5-v101,v7,canon,102,The Path of Resonance,1,0,0,4472
v7-s13-v89,v7,canon,102,The Nexus Weave,1,0,0,4362
v7-s11-v93,v7,canon,102,The Digital Nexus,1,0,0,4397
v7-s12-v99,v7,canon,102,The Lumina Umbra,1,0,0,4746
v7-s2-v24,v7,canon,103,The Crimson Ascent,0,8,1,2552
v7-s7-v98,v7,canon,103,The Aethel Stream,1,0,0,2123
v7-s8-v26,v7,canon,103,The Unseen Weave,0,3,1,2641
v7-s11-v94,v7,canon,103,The Digital Nexus,1,0,0,4397
v7-s10-v101,v7,canon,103,The Null Core,1,0,0,2834
v7-s3-v101,v7,canon,103,The Axiomatic Truth,1,5,1,4365
v7-s0-v100,v7,canon,103,The Azure Current,1,0,0,5311
v7-s6-v103,v7,canon,103,The Ouroboros Circuit,1,0,0,5030
v7-s5-v102,v7,canon,103,The Path of Resonance,1,0,0,4523
v7-s12-v100,v7,canon,103,The Lumina Umbra,1,0,0,4740
v7-s13-v90,v7,canon,103,The Nexus Weave,1,0,0,4245
v7-s1-v53,v7,canon,103,The Scribes of Aether,1,0,0,1504
v7-s9-v29,v7,canon,104,The Obsidian Plume,1,0,0,3889
v7-s0-v101,v7,canon,104,The Azure Current,1,0,0,5227
v7-s6-v104,v7,canon,104,The Ouroboros Circuit,1,0,0,5017
v7-s7-v99,v7,canon,104,The Aethel Stream,1,0,0,2132
v7-s3-v102,v7,canon,104,The Axiomatic Truth,1,5,1,4332
v7-s1-v54,v7,canon,104,The Scribes of Aether,1,0,0,1502
v7-s5-v103,v7,canon,104,The Path of Resonance,1,0,0,4337
v7-s14-v96,v7,canon,104,The Harmonic Flow,1,0,0,3446
v7-s10-v102,v7,canon,104,The Null Core,1,0,0,2824
v7-s12-v101,v7,canon,104,The Lumina Umbra,1,0,0,4788
v7-s13-v91,v7,canon,104,The Nexus Weave,1,0,0,4363
v7-s11-v95,v7,canon,104,The Digital Nexus,1,0,0,4397
v7-s3-v103,v7,canon,105,The Axiomatic Truth,1,5,1,4342
v7-s8-v27,v7,canon,105,The Unseen Weave,0,3,1,2649
v7-s7-v100,v7,canon,105,The Aethel Stream,1,0,0,2111
v7-s1-v55,v7,canon,105,The Scribes of Aether,1,7,1,4246
v7-s13-v92,v7,canon,105,The Nexus Weave,1,0,0,4364
v7-s0-v102,v7,canon,105,The Azure Current,1,0,0,5241
v7-s6-v105,v7,canon,105,The Ouroboros Circuit,1,0,0,5052
v7-s12-v102,v7,canon,105,The Lumina Umbra,1,0,0,4804
v7-s5-v104,v7,canon,105,The Path of Resonance,1,0,0,4752
v7-s10-v103,v7,canon,105,The Null Core,1,0,0,2820
v7-s14-v97,v7,canon,105,The Harmonic Flow,1,0,0,3441
v7-s2-v25,v7,canon,106,The Crimson Ascent,0,9,1,2643
v7-s9-v30,v7,canon,106,The Obsidian Plume,1,0,0,4058
v7-s6-v106,v7,canon,106,The Ouroboros Circuit,1,0,0,5048
v7-s7-v101,v7,canon,106,The Aethel Stream,1,0,0,2112
v7-s0-v103,v7,canon,106,The Azure Current,1,0,0,5266
v7-s1-v56,v7,canon,106,The Scribes of Aether,1,0,0,1503
v7-s5-v105,v7,canon,106,The Path of Resonance,1,0,0,4716
v7-s13-v93,v7,canon,106,The Nexus Weave,1,0,0,4366
v7-s11-v96,v7,canon,106,The Digital Nexus,1,0,0,4397
v7-s12-v103,v7,canon,106,The Lumina Umbra,1,0,0,4822
v7-s10-v104,v7,canon,106,The Null Core,1,0,0,2835
v7-s14-v98,v7,canon,106,The Harmonic Flow,1,0,0,3444
v7-s3-v104,v7,canon,106,The Axiomatic Truth,1,3,1,4068
v7-s1-v57,v7,canon,107,The Scribes of Aether,1,0,0,1506
v7-s6-v107,v7,canon,107,The Ouroboros Circuit,1,0,0,5050
v7-s7-v102,v7,canon,107,The Aethel Stream,1,1,1,4378
v7-s0-v104,v7,canon,107,The Azure Current,1,0,0,5205
v7-s13-v94,v7,canon,107,The Nexus Weave,1,0,0,4368
v7-s10-v105,v7,canon,107,The Null Core,1,0,0,2826
v7-s5-v106,v7,canon,107,The Path of Resonance,1,0,0,4559
v7-s12-v104,v7,canon,107,The Lumina Umbra,1,0,0,4822
v7-s3-v105,v7,canon,107,The Axiomatic Truth,1,5,1,4351
v7-s14-v99,v7,canon,107,The Harmonic Flow,1,0,0,3441
v7-s11-v97,v7,canon,107,The Digital Nexus,1,0,0,4397
v7-s0-v105,v7,canon,108,The Azure Current,1,0,0,5189
v7-s3-v106,v7,canon,108,The Axiomatic Truth,1,3,1,4098
v7-s9-v31,v7,canon,108,The Obsidian Plume,1,0,0,4169
v7-s6-v108,v7,canon,108,The Ouroboros Circuit,1,0,0,5048
v7-s13-v95,v7,canon,108,The Nexus Weave,1,0,0,4365
v7-s14-v100,v7,canon,108,The Harmonic Flow,1,0,0,3447
v7-s12-v105,v7,canon,108,The Lumina Umbra,1,0,0,4822
v7-s7-v103,v7,canon,108,The Aethel Stream,1,1,1,4343
v7-s10-v106,v7,canon,108,The Null Core,1,0,0,2847
v7-s11-v98,v7,canon,108,The Digital Nexus,1,0,0,4397
v7-s5-v107,v7,canon,108,The Path of Resonance,1,0,0,4679
v7-s1-v58,v7,canon,108,The Scribes of Aether,1,0,0,1504
v7-s7-v104,v7,canon,109,The Aethel Stream,1,1,1,4355
v7-s5-v108,v7,canon,109,The Path of Resonance,1,0,0,4635
v7-s0-v106,v7,canon,109,The Azure Current,1,0,0,5177
v7-s6-v109,v7,canon,109,The Ouroboros Circuit,1,0,0,5040
v7-s10-v107,v7,canon,109,The Null Core,1,0,0,2827
v7-s12-v106,v7,canon,109,The Lumina Umbra,1,0,0,4822
v7-s13-v96,v7,canon,109,The Nexus Weave,1,0,0,4368
v7-s11-v99,v7,canon,109,The Digital Nexus,1,0,0,4397
v7-s1-v59,v7,canon,109,The Scribes of Aether,1,0,0,1507
v7-s14-v101,v7,canon,109,The Harmonic Flow,1,0,0,3441
v7-s3-v107,v7,canon,109,The Axiomatic Truth,1,5,1,4357
v7-s2-v26,v7,canon,110,The Crimson Ascent,0,10,1,2884
v7-s6-v110,v7,canon,110,The Ouroboros Circuit,1,0,0,5104
v7-s0-v107,v7,canon,110,The Azure Current,1,0,0,5243
v7-s1-v60,v7,canon,110,The Scribes of Aether,1,0,0,1506
v7-s7-v105,v7,canon,110,The Aethel Stream,1,1,1,4356
v7-s12-v107,v7,canon,110,The Lumina Umbra,1,0,0,4826
v7-s5-v109,v7,canon,110,The Path of Resonance,1,0,0,4697
v7-s14-v102,v7,canon,110,The Harmonic Flow,1,0,0,3447
v7-s3-v108,v7,canon,110,The Axiomatic Truth,1,5,1,4341
v7-s10-v108,v7,canon,110,The Null Core,1,0,0,2831
v7-s13-v97,v7,canon,110,The Nexus Weave,1,0,0,4365
v7-s11-v100,v7,canon,110,The Digital Nexus,1,0,0,4397
v7-s0-v108,v7,canon,111,The Azure Current,1,0,0,5204
v7-s9-v32,v7,canon,111,The Obsidian Plume,1,0,0,4396
v7-s3-v109,v7,canon,111,The Axiomatic Truth,1,4,1,4284
v7-s5-v110,v7,canon,111,The Path of Resonance,1,0,0,4579
v7-s10-v109,v7,canon,111,The Null Core,1,0,0,2846
v7-s6-v111,v7,canon,111,The Ouroboros Circuit,1,0,0,5048
v7-s14-v103,v7,canon,111,The Harmonic Flow,1,0,0,3441
v7-s7-v106,v7,canon,111,The Aethel Stream,1,1,1,4345
v7-s12-v108,v7,canon,111,The Lumina Umbra,1,0,0,4827
v7-s13-v98,v7,canon,111,The Nexus Weave,1,0,0,4251
v7-s1-v61,v7,canon,111,The Scribes of Aether,1,0,0,1508
v7-s7-v107,v7,canon,112,The Aethel Stream,1,1,1,4352
v7-s2-v27,v7,canon,112,The Crimson Ascent,0,10,1,2886
v7-s1-v62,v7,canon,112,The Scribes of Aether,1,0,0,1507
v7-s13-v99,v7,canon,112,The Nexus Weave,1,0,0,4368
v7-s6-v112,v7,canon,112,The Ouroboros Circuit,1,0,0,5048
v7-s0-v109,v7,canon,112,The Azure Current,1,0,0,5114
v7-s12-v109,v7,canon,112,The Lumina Umbra,1,0,0,4889
v7-s5-v111,v7,canon,112,The Path of Resonance,1,0,0,4640
v7-s14-v104,v7,canon,112,The Harmonic Flow,1,0,0,3447
v7-s3-v110,v7,canon,112,The Axiomatic Truth,1,4,1,4299
v7-s11-v101,v7,canon,112,The Digital Nexus,1,0,0,4397
v7-s10-v110,v7,canon,112,The Null Core,1,0,0,2849
v7-s9-v33,v7,canon,113,The Obsidian Plume,1,0,0,4568
v7-s3-v111,v7,canon,113,The Axiomatic Truth,1,4,1,4321
v7-s0-v110,v7,canon,113,The Azure Current,1,0,0,5159
v7-s6-v113,v7,canon,113,The Ouroboros Circuit,1,0,0,5044
v7-s13-v100,v7,canon,113,The Nexus Weave,1,0,0,4370
v7-s7-v108,v7,canon,113,The Aethel Stream,1,1,1,4355
v7-s10-v111,v7,canon,113,The Null Core,1,0,0,2849
v7-s12-v110,v7,canon,113,The Lumina Umbra,1,0,0,4940
v7-s5-v112,v7,canon,113,The Path of Resonance,1,0,0,4963
v7-s14-v105,v7,canon,113,The Harmonic Flow,1,0,0,3441
v7-s1-v63,v7,canon,113,The Scribes of Aether,1,0,0,1510
v7-s2-v28,v7,canon,114,The Crimson Ascent,0,10,1,2884
v7-s1-v64,v7,canon,114,The Scribes of Aether,1,0,0,1832
v7-s8-v28,v7,canon,114,The Unseen Weave,0,3,1,2645
v7-s7-v109,v7,canon,114,The Aethel Stream,1,1,1,4352
v7-s11-v102,v7,canon,114,The Digital Nexus,1,0,0,4397
v7-s5-v113,v7,canon,114,The Path of Resonance,1,0,0,4634
v7-s10-v112,v7,canon,114,The Null Core,1,0,0,2846
v7-s14-v106,v7,canon,114,The Harmonic Flow,1,0,0,3447
v7-s6-v114,v7,canon,114,The Ouroboros Circuit,1,0,0,5055
v7-s13-v101,v7,canon,114,The Nexus Weave,1,0,0,4369
v7-s0-v111,v7,canon,114,The Azure Current,1,0,0,5201
v7-s3-v112,v7,canon,114,The Axiomatic Truth,1,5,1,4338
v7-s12-v111,v7,canon,114,The Lumina Umbra,1,0,0,4969
v7-s3-v113,v7,canon,115,The Axiomatic Truth,1,4,1,4286
v7-s9-v34,v7,canon,115,The Obsidian Plume,1,0,0,4813
v7-s0-v112,v7,canon,115,The Azure Current,1,0,0,5175
v7-s10-v113,v7,canon,115,The Null Core,1,0,0,2834
v7-s6-v115,v7,canon,115,The Ouroboros Circuit,1,0,0,5084
v7-s5-v114,v7,canon,115,The Path of Resonance,1,0,0,4690
v7-s12-v112,v7,canon,115,The Lumina Umbra,1,0,0,4998
v7-s13-v102,v7,canon,115,The Nexus Weave,1,0,0,4252
v7-s7-v110,v7,canon,115,The Aethel Stream,1,1,1,4353
v7-s11-v103,v7,canon,115,The Digital Nexus,1,0,0,4397
v7-s14-v107,v7,canon,115,The Harmonic Flow,1,2,1,4702
v7-s1-v65,v7,canon,115,The Scribes of Aether,1,0,0,1835
v7-s8-v29,v7,canon,116,The Unseen Weave,0,3,1,2649
v7-s0-v113,v7,canon,116,The Azure Current,1,0,0,5200
v7-s1-v66,v7,canon,116,The Scribes of Aether,1,0,0,1987
v7-s6-v116,v7,canon,116,The Ouroboros Circuit,1,0,0,5062
v7-s13-v103,v7,canon,116,The Nexus Weave,1,0,0,4254
v7-s11-v104,v7,canon,116,The Digital Nexus,1,0,0,4397
v7-s7-v111,v7,canon,116,The Aethel Stream,1,1,1,4348
v7-s5-v115,v7,canon,116,The Path of Resonance,1,0,0,4578
v7-s3-v114,v7,canon,116,The Axiomatic Truth,1,4,1,4361
v7-s10-v114,v7,canon,116,The Null Core,1,0,0,2826
v7-s12-v113,v7,canon,116,The Lumina Umbra,1,0,0,4998
v7-s14-v108,v7,canon,116,The Harmonic Flow,1,2,1,4705
v7-s7-v112,v7,canon,117,The Aethel Stream,1,1,1,4332
v7-s2-v29,v7,canon,117,The Crimson Ascent,0,10,1,3144
v7-s3-v115,v7,canon,117,The Axiomatic Truth,1,4,1,4279
v7-s6-v117,v7,canon,117,The Ouroboros Circuit,1,0,0,5076
v7-s0-v114,v7,canon,117,The Azure Current,1,0,0,5199
v7-s5-v116,v7,canon,117,The Path of Resonance,1,0,0,4807
v7-s1-v67,v7,canon,117,The Scribes of Aether,1,0,0,1990
v7-s14-v109,v7,canon,117,The Harmonic Flow,1,2,1,4702
v7-s12-v114,v7,canon,117,The Lumina Umbra,1,0,0,4990
v7-s11-v105,v7,canon,117,The Digital Nexus,1,0,0,4397
v7-s10-v115,v7,canon,117,The Null Core,1,0,0,2819
v7-s13-v104,v7,canon,117,The Nexus Weave,1,0,0,4268
v7-s9-v35,v7,canon,118,The Obsidian Plume,1,0,0,4813
v7-s1-v68,v7,canon,118,The Scribes of Aether,1,0,0,1989
v7-s0-v115,v7,canon,118,The Azure Current,1,0,0,5188
v7-s3-v116,v7,canon,118,The Axiomatic Truth,1,4,1,4278
v7-s11-v106,v7,canon,118,The Digital Nexus,1,0,0,4397
v7-s13-v105,v7,canon,118,The Nexus Weave,1,0,0,4270
v7-s10-v116,v7,canon,118,The Null Core,1,0,0,2844
v7-s7-v113,v7,canon,118,The Aethel Stream,1,1,1,4335
v7-s5-v117,v7,canon,118,The Path of Resonance,1,0,0,4868
v7-s6-v118,v7,canon,118,The Ouroboros Circuit,1,0,0,5055
v7-s14-v110,v7,canon,118,The Harmonic Flow,1,0,0,3447
v7-s12-v115,v7,canon,118,The Lumina Umbra,1,0,0,4994
v7-s8-v30,v7,canon,119,The Unseen Weave,0,3,1,2698
v7-s0-v116,v7,canon,119,The Azure Current,1,0,0,5191
v7-s6-v119,v7,canon,119,The Ouroboros Circuit,1,0,0,5076
v7-s3-v117,v7,canon,119,The Axiomatic Truth,1,4,1,4277
v7-s7-v114,v7,canon,119,The Aethel Stream,1,1,1,4336
v7-s12-v116,v7,canon,119,The Lumina Umbra,1,0,0,5064
v7-s11-v107,v7,canon,119,The Digital Nexus,1,0,0,4397
v7-s13-v106,v7,canon,119,The Nexus Weave,1,0,0,4194
v7-s10-v117,v7,canon,119,The Null Core,1,0,0,2854
v7-s1-v69,v7,canon,119,The Scribes of Aether,1,0,0,1992
v7-s5-v118,v7,canon,119,The Path of Resonance,1,0,0,4824
v7-s14-v111,v7,canon,119,The Harmonic Flow,1,2,1,4684
v7-s1-v70,v7,canon,120,The Scribes of Aether,1,0,0,1991
v7-s0-v117,v7,canon,120,The Azure Current,1,0,0,5188
v7-s6-v120,v7,canon,120,The Ouroboros Circuit,1,0,0,5073
v7-s7-v115,v7,canon,120,The Aethel Stream,1,1,1,4330
v7-s5-v119,v7,canon,120,The Path of Resonance,1,0,0,4674
v7-s10-v118,v7,canon,120,The Null Core,1,0,0,2818
v7-s12-v117,v7,canon,120,The Lumina Umbra,1,0,0,5048
v7-s14-v112,v7,canon,120,The Harmonic Flow,1,2,1,4690
v7-s11-v108,v7,canon,120,The Digital Nexus,1,0,0,4398
v7-s13-v107,v7,canon,120,The Nexus Weave,1,0,0,4194
v7-s3-v118,v7,canon,120,The Axiomatic Truth,1,4,1,4242
v7-s7-v116,v7,canon,121,The Aethel Stream,1,1,1,4336
v7-s6-v121,v7,canon,121,The Ouroboros Circuit,1,0,0,5077
v7-s9-v36,v7,canon,121,The Obsidian Plume,1,0,0,4813
v7-s0-v118,v7,canon,121,The Azure Current,1,0,0,5193
v7-s13-v108,v7,canon,121,The Nexus Weave,1,0,0,4270
v7-s14-v113,v7,canon,121,The Harmonic Flow,1,2,1,4682
